pearson_cost_survival_r,pearson_cost_survival_p,anova_cost_p,anova_survival_p,sev_interaction_beta,sev_interaction_p,surv_interaction_beta,surv_interaction_p,rf_severity_R2,rf_survival_R2
-0.0004294054283021486,0.9235082012963326,0.42603111773931435,0.6021811091160023,-0.00022891300045734003,0.4355981370121854,-0.0012707914933529386,0.41137377544206544,0.7674757701069568,-0.02623232297314826
